Title,cast,crew,genres,final_tag,movie_id
Vampires vs. the Bronx,Blaise Hemingway (screenplay); Jaden Michael,Osmany Rodriguez,Comedy Horror,Three gutsy kids from a rapidly gentrifying Bronx neighborhood stumble upon a sinister plot to suck all the life from their beloved community.en,567971.0
Possessor,Andrea Riseborough,Brandon Cronenberg,Horror Thriller Science Fiction,"Tasya Vos, an elite corporate assassin, uses brain-implant technology to take control of other people’s bodies to terminate high profile targets. As she sinks deeper into her latest assignment, Vos becomes trapped inside a mind that threatens to obliterate her.en",435615.0
Death of Me,Maggie Q,Darren Lynn Bousman,Horror Mystery,"A couple on holiday on a remote South Pacific island awaken one morning with a hang over and no recollection of what transpired. When playing back a video of the previous night, they see they participated in a local ritual that somehow ends with him murdering her.en",595149.0
The Call,Lin Shaye,Timothy Woodward Jr.,Crime Thriller,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.en",158011.0
American Pie Presents: Girls' Rules,Madison Pettis,Mike Elliott,Comedy,"It's Senior year at East Great Falls. Annie, Kayla, Michelle, and Stephanie decide to harness their girl power and band together to get what they want their last year of high school.en",660982.0
The Lie,Mireille Enos,Veena Sud,Drama Horror Mystery Thriller,"A father and daughter are on their way to dance camp when they spot the girl's best friend on the side of the road. When they stop to offer the friend a ride, their good intentions soon result in terrible consequences.en",539649.0
Black Box,Stephen Herman (screenplay); Mamoudou Athie,Emmanuel Osei-Kuffour Jr.,Horror Science Fiction Thriller,"After losing his wife and his memory in a car accident, a single father undergoes an experimental treatment that causes him to question who he really is.en",716258.0
Hubie Halloween,Adam Sandler,Steven Brill,Comedy Mystery Horror,"Hubie Dubois, despite his devotion to his hometown of Salem, Massachusetts (and its legendary Halloween celebration), is a figure of mockery for kids and adults alike. But this year, something really is going bump in the night, and it’s up to Hubie to save Halloween.en",617505.0
Books of Blood,Adam Simon (screenplay); Britt Robertson,Brannon Braga,Horror Science Fiction,A journey into uncharted and forbidden territory through three tales tangled in space and time.en,715123.0
Charm City Kings,Jahi Di'Allo Winston,Angel Manuel Soto,Drama,"Mouse desperately wants to join The Midnight Clique, the infamous Baltimore dirt bike riders who rule the summertime streets. When Midnight’s leader, Blax, takes 14-year-old Mouse under his wing, Mouse soon finds himself torn between the straight-and-narrow and a road filled with fast money and violence.en",552532.0
The War with Grandpa,Robert De Niro,Tim Hill,Comedy Family,"Peter is thrilled that his Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his Grandpa, he wants his room back - so he has no choice but to declare war.en",425001.0
A Rainy Day in New York,Timothée Chalamet,Woody Allen,Comedy Romance,"Two young people arrive in New York to spend a weekend, but once they arrive they're met with bad weather and a series of adventures.en",475303.0
Yellow Rose,Annie J. Howell,Diane Paragas,Drama Music,"Rose, a 17-year-old Filipino-American teenager from Texas, dreams of becoming a country music icon. She has to fend for herself when her mother is arrested by ICE, and must choose between following her dreams without her mother or leaving her passions behind.en",593427.0
The 40-Year-Old Version,Radha Blank,Radha Blank,Comedy Drama Music,"Desperate for a breakthrough as she nears the big 4-0, struggling New York City playwright Radha finds inspiration by reinventing herself as a rapper.en",620897.0
Nocturne,Sydney Sweeney,Zu Quirke,Horror Mystery Thriller Music,"Inside the halls of an elite arts academy, a timid music student begins to outshine her more accomplished and outgoing twin sister when she discovers a mysterious notebook belonging to a recently deceased classmate.en",643550.0
Evil Eye,Sarita Choudhury,"Elan Dassani, Rajeev Dassani",Mystery Thriller Horror,A seemingly perfect romance turns dark when a mother becomes convinced her daughter’s new boyfriend has a sinister connection to her own past.en,732713.0
A Babysitter's Guide to Monster Hunting,Tamara Smart,Rachel Talalay,Family Fantasy Adventure Comedy,"Recruited by a secret society of babysitters, a high schooler battles the Boogeyman and his monsters when they nab the boy she's watching on Halloween.en",624963.0
Love and Monsters,Dylan O'Brien,Michael Matthews,Comedy Action Adventure Fantasy,"Seven years since the Monsterpocalypse began, Joel Dawson has been living underground in order to survive. But after reconnecting over radio with his high school girlfriend Aimee, Joel decides to venture out to reunite with her, despite all the dangerous monsters that stand in his way.en",590223.0
Honest Thief,Steve Allrich (screenplay); Liam Neeson,Mark Williams,Thriller Action Crime Drama,"A bank robber tries to turn himself in because he's falling in love and wants to live an honest life...but when he realizes the Feds are more corrupt than him, he must fight back to clear his name.en",553604.0
Clouds,Fin Argus,Justin Baldoni,Music Drama Romance,"Young musician Zach Sobiech discovers his cancer has spread, leaving him just a few months to live. With limited time, he follows his dream and makes an album, unaware that it will soon be a viral music phenomenon.en",630566.0
The Devil Has a Name,David Strathairn,Edward James Olmos,Drama Thriller,An oil baron and a farmer standoff after the water on his farm is poisoned by her company.en,507712.0
The Kid Detective,Adam Brody,Evan Morgan,Comedy Drama Mystery,"A once-celebrated kid detective, now 31, continues to solve the same trivial mysteries between hangovers and bouts of self-pity. Until a naive client brings him his first 'adult' case, to find out who brutally murdered her boyfriend.en",720755.0
Alone,Tyler Posey,Johnny Martin,Thriller Horror,"A recently widowed traveler is kidnapped by a cold blooded killer, only to escape into the wilderness where she is forced to battle against the elements as her pursuer closes in on her.en",509635.0
2 Hearts,Jacob Elordi,Lance Hool,Romance Drama,"When illness strikes two people who are polar opposites, life and death bring them together in surprising ways.en",710356.0
The Opening Act,Jimmy O. Yang,Steve Byrne,Comedy,"The film follows Will Chu whose true life passion is to become a stand-up comedian. He is given the opportunity to emcee a comedy show, opening for his hero, Billy G. Chu has to decide if he wants to continue the life he has set up or to pursue his dream, the life of a comedian.en",664184.0
Tremors: Shrieker Island,Brian Brightly (screenplay); Michael Gross,Don Michael Paul,Action Horror,"Graboids are illegally taken to a new island resort by a rich playboy as a dangerous form of trophy hunting, and Burt Gummer steps up to save the day.en",670266.0
The Witches,Kenya Barris,Robert Zemeckis,Family Fantasy Adventure Comedy Horror,"In late 1967, a young orphaned boy goes to live with his loving grandma in the rural Alabama town of Demopolis. As the boy and his grandmother encounter some deceptively glamorous but thoroughly diabolical witches, she wisely whisks him away to a seaside resort. Regrettably, they arrive at precisely the same time that the world's Grand High Witch has gathered.en",531219.0
Over the Moon,Cathy Ang,Glen Keane,Animation Adventure Family Fantasy,"In this animated musical, a girl builds a rocket ship and blasts off, hoping to meet a mythical moon goddess.en",560050.0
Borat Subsequent Moviefilm,Sacha Baron Cohen,Jason Woliner,Comedy,"14 years after making a film about his journey across the USA, Borat risks life and limb when he returns to the United States with his young daughter, and reveals more about the culture, the COVID-19 pandemic, and the political elections.en",740985.0
After We Collided,Josephine Langford,Roger Kumble,Romance Drama,Tessa finds herself struggling with her complicated relationship with Hardin; she faces a dilemma that could change their lives forever.en,613504.0
The Empty Man,James Badge Dale,David Prior,Horror Mystery Thriller,"Retired cop James Lasombra is asked by a friend to investigate the disappearance of her daughter, who seemingly packed in the night and left an ominous message on the bathroom mirror - ""The Empty Man Made Me Do It."" As he investigates this mysterious figure further, James begins to see and hear strange things, and is forced to come to terms with his past and what it means for his future.en",516632.0
Synchronic,,"Justin Benson, Aaron Moorhead (directors) Justin Benson (screenplay); Anthony Mackie, Jamie Dornan",Science Fiction Drama Thriller Horror,"Two New Orleans paramedics' lives are ripped apart after encountering a series of horrific deaths linked to a designer drug with bizarre, otherworldly effects.en",549294.0
Children of the Corn,Elena Kampouris,Kurt Wimmer,Horror Thriller,A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town.en,10823.0
Bad Hair,Elle Lorraine,Justin Simien,Horror Comedy,"In 1989, an ambitious young woman gets a weave in order to succeed in the image-obsessed world of music television. However, her flourishing career may come at a great cost when she realizes that her new hair may have a mind of its own.en",530351.0
Friendsgiving,Malin Åkerman,Nicol Paone,Comedy,"Newly-divorced actress Molly, her recently-dumped lesbian best friend Abby and Molly’s mother Helen host a dysfunctional, comical and chaotic Thanksgiving dinner for their motley crew of close friends and strange acquaintances.en",524840.0
The Craft: Legacy,Cailee Spaeny,Zoe Lister-Jones,Horror Drama Fantasy,An eclectic foursome of aspiring teenage witches get more than they bargained for as they lean into their newfound powers.en,590995.0
Holidate,Emma Roberts,John Whitesell,Comedy Romance,"Fed up with being single on holidays, two strangers agree to be each other's platonic plus-ones all year long, only to catch real feelings along the way.en",615665.0
Come Play,Gillian Jacobs,Jacob Chase,Horror,"A lonely young boy feels different from everyone else. Desperate for a friend, he seeks solace and refuge in his ever-present cell phone and tablet. When a mysterious creature uses the boy’s devices against him to break into our world, his parents must fight to save their son from the monster beyond the screen.en",571384.0
His House,Wunmi Mosaku. Sope Dirisu,Remi Weekes,Drama Horror Thriller,"After making a harrowing escape from war-torn South Sudan, a young refugee couple struggle to adjust to their new life in a small English town that has an unspeakable evil lurking beneath the surface.en",575774.0
Spell,Omari Hardwick,Mark Tonderai,Thriller Horror,"A father survives a plane crash in rural Appalachia, but becomes suspicious of the elderly couple who take him in to nurse him back to health with the ancient remedies.en",621151.0
Jungleland,Theodore B. Bressman,Max Winkler,Drama,"Stanley manages his boxer brother Lion but when a devastating loss in the ring leaves the pair in debt, an opportunity to recoup the cash leads to a series of misadventures that threaten to break the bond between them.en",556501.0
Let Him Go,Diane Lane,Thomas Bezucha,Drama Thriller Crime,"Following the loss of their son, a retired sheriff and his wife leave their Montana ranch to rescue their young grandson from the clutches of a dangerous family living off the grid in the Dakotas.en",596161.0
The Informer,Matt Cook,Andrea Di Stefano,Drama Crime Thriller,"In New York, former convict Pete Koslow, related to the Polish mafia, must deal with both Klimek the General, his ruthless boss, and the twisted ambitions of two federal agents, as he tries to survive and protect the lives of his loved ones.en",466081.0
The Dark and the Wicked,Marin Ireland,Bryan Bertino,Horror,"On a secluded farm in a nondescript rural town, a man is slowly dying. His family gathers to mourn, and soon a darkness grows, marked by waking nightmares and a growing sense that something evil is taking over the family.en",680593.0
Hillbilly Elegy,Amy Adams,Ron Howard,Drama,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.en",592984.0
Mank,Gary Oldman,David Fincher,Drama History,1930s Hollywood is reevaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane.en,614560.0
Freaky,Michael Kennedy (screenplay); Vince Vaughn,Christopher Landon,Comedy Fantasy Horror Thriller,"A mystical, ancient dagger causes a notorious serial killer to magically switch bodies with a 17-year-old girl.en",551804.0
Jingle Jangle: A Christmas Journey,Forest Whitaker,David E. Talbert,Family Fantasy Music,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.en",622855.0
Dreamland,Finn Cole,Miles Joris-Peyrafitte,Thriller Drama,"Amid the dust storms and economic depression of Dust Bowl Era Oklahoma, Eugene Evans finds his family farm on the brink of foreclosure. Discovering fugitive bank robber Allison Wells hiding in his small town, he is torn between claiming the bounty on her head and his growing attraction to the seductive criminal.en",480434.0
Fatman,,"Eshom Nelms, Ian Nelms (directors/screenplay); Mel Gibson, Walton Goggins, Marianne Jean-Baptiste",Action Comedy Fantasy,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.en",602211.0
The Life Ahead,Ugo Chiti (screenplay); Sophia Loren,Edoardo Ponti,Drama,"In seaside Italy, a Holocaust survivor with a daycare business takes in a 12-year-old street kid who recently robbed her.it",667869.0
The Climb,Kyle Marvin (screenplay); Kyle Marvin,Michael Angelo Covino,Comedy Drama,A look at the friendship between two guys that spans over many years.en,595931.0
Chick Fight,Malin Åkerman,Paul Leyden,Action Comedy,"When Anna Wyncomb is introduced to an underground, all-female fight club in order to turn the mess of her life around, she discovers she is much more personally connected to the history of the club than she could ever imagine.en",682377.0
The Princess Switch: Switched Again,Vanessa Hudgens,Michael Rohl,Family Romance Comedy,"When Duchess Margaret unexpectedly inherits the throne & hits a rough patch with Kevin, it’s up to Stacy to save the day before a new lookalike — party girl Fiona — foils their plans.en",643882.0
Run,Sev Ohanian (screenplay); Sarah Paulson,Aneesh Chaganty,Action Thriller,"After leaving a life of crime and violence, Ray is a reformed good guy, enjoying a quiet family life in the ‘burbs. But when his past is discovered, Ray is blackmailed into one last job to collect a mysterious package. After a deadly double-cross, he finds himself wounded and on the run from ruthless assassins who will stop at nothing to get what he has. Now, with the lives of his loved ones hanging in the balance and danger at every turn, Ray’s only hope is to draw upon his violent past to survive.en",910596.0
Sound of Metal,Abraham Marder (screenplay); Riz Ahmed,Darius Marder,Drama Music,"Metal drummer Ruben begins to lose his hearing. When a doctor tells him his condition will worsen, he thinks his career and life is over. His girlfriend Lou checks the former addict into a rehab for the deaf hoping it will prevent a relapse and help him adapt to his new life. After being welcomed and accepted just as he is, Ruben must choose between his new normal and the life he once knew.en",502033.0
The Last Vermeer,Guy Pearce,Dan Friedkin,Drama,"A soldier and member of the Dutch resistance investigates stolen art in the wake of the Second World War, including a Vermeer sold to the Nazis by a flamboyant forger.en",622977.0
Jiu Jitsu,James McGrath (screenplay); Alain Moussi,Dimitri Logothetis,Action Science Fiction Fantasy,"Every six years, an ancient order of jiu-jitsu fighters joins forces to battle a vicious race of alien invaders. But when a celebrated war hero goes down in defeat, the fate of the planet and mankind hangs in the balance.en",590706.0
Buddy Games,Bob Schwartz,Josh Duhamel,Comedy,"After six lifelong friends have a five-year falling out, “The Bobfather”, reunites his pals for the Buddy Games, an insane competition of absurd physical and mental challenges with the chance to win a $150,000 pot. Now all bets are off, as the determined dudes' fight, claw, and party for the big bucks.en",472815.0
The Croods: A New Age,Nicolas Cage,Joel Crawford,Animation Family Adventure Fantasy Comedy,"Searching for a safer habitat, the prehistoric Crood family discovers an idyllic, walled-in paradise that meets all of its needs. Unfortunately, they must also learn to live with the Bettermans -- a family that's a couple of steps above the Croods on the evolutionary ladder. As tensions between the new neighbors start to rise, a new threat soon propels both clans on an epic adventure that forces them to embrace their differences, draw strength from one another, and survive together.en",529203.0
Happiest Season,Mary Holland (screenplay); Kristen Stewart,Clea DuVall,Romance Comedy,A young woman's plans to propose to her girlfriend while at her family's annual holiday party are upended when she discovers her partner hasn't yet come out to her conservative parents.en,520172.0
Ma Rainey's Black Bottom,Viola Davis,George C. Wolfe,Drama Music,Tensions rise when the trailblazing Mother of the Blues and her band gather at a Chicago recording studio in 1927. Adapted from August Wilson's play.en,615667.0
The Christmas Chronicles 2,Matt Lieberman (screenplay); Kurt Russell,Chris Columbus,Family Fantasy Adventure Comedy,"Kate Pierce is reluctantly spending Christmas with her mom’s new boyfriend and his son Jack. But when the North Pole and Christmas are threatened to be destroyed, Kate and Jack are unexpectedly pulled into a new adventure with Santa Claus.en",654028.0
Uncle Frank,Paul Bettany,Alan Ball,Drama,"In 1973, when Frank Bledsoe and his 18-year-old niece Beth take a road trip from Manhattan to Creekville, South Carolina for the family patriarch's funeral, they're unexpectedly joined by Frank's lover Walid.en",634544.0
Folklore: The Long Pond Studio Sessions,Taylor Swift,Taylor Swift,Music Documentary,"An intimate concert film, in which Taylor Swift performs each song from her album 'folklore' in order, as she reveals the meaning and the stories behind all 17 tracks for the very first time.en",768141.0
Superintelligence,Melissa McCarthy,Ben Falcone,Comedy Science Fiction Romance,"When an all-powerful Superintelligence chooses to study the most average person on Earth, Carol Peters, the fate of the world hangs in the balance. As the A.I. decides to enslave, save or destroy humanity, it’s up to Carol to prove that people are worth saving.en",521007.0
Life in a Year,Jaden Smith,Mitja Okorn,Drama Romance,"A 17 year old finds out that his girlfriend is dying, so he sets out to give her an entire life, in the last year she has left.en",447362.0
Black Beauty,Mackenzie Foy,Ashley Avis,Drama,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.en",526702.0
The Prom,Meryl Streep,Ryan Murphy,Comedy Music Romance,"After the PTA of a conservative high school in Indiana bans same-sex couples from attending the annual prom, a gang of flamboyant Broadway stars try to boost their image by showing up to support two lesbian students.en",611213.0
All My Life,Jessica Rothe,Marc Meyers,Romance Drama,"It was a chance meeting started by one of Sol’s friends trying to chat up Jennifer. However, in the end, it was those two who hit it off. Sol enjoyed Jen’s smile, her effort, and how silly she could be. Jen enjoyed Sol’s cooking, his athleticism, and that he would join her in fun moments. As you can imagine, love bloomed, and things got serious. Jen’s investment in Sol led to her pushing him to follow his dreams and even move in to save money. Sol’s investment in Jen well, it led to him proposing. But what started as a liver tumor grew into full-on cancer, so with a diagnosis of 6 months to live, Sol and Jennifer try to make the best of it.en",632322.0
Godmothered,Isla Fisher,Sharon Maguire,Family Fantasy Comedy,"A young and unskilled fairy godmother that ventures out on her own to prove her worth by tracking down a young girl whose request for help was ignored. What she discovers is that the girl has now become a grown woman in need of something very different than a ""prince charming.""en",662546.0
Half Brothers,Luis Gerardo Méndez,Luke Greenfield,Comedy Drama,"A story about the complex connection with a brother who is based in Mexico, meant to be a metaphor of the relationship between neighboring countries America and Mexico.en",652962.0
Wander,Aaron Eckhart,April Mullen,Thriller Crime Mystery,"After getting hired to probe a suspicious death in the small town of Wander, a mentally unstable private investigator becomes convinced the case is linked to the same 'conspiracy cover up' that caused the death of his daughter.en",646593.0
Black Bear,Aubrey Plaza,Lawrence Michael Levine,Drama Comedy Thriller,"At a remote lake house in the Adirondack Mountains, a couple entertains an out-of-town guest looking for inspiration in her filmmaking. The group quickly falls into a calculated game of desire, manipulation, and jealousy, unaware of how dangerously intertwined their lives will soon become.en",624788.0
Let Them All Talk,Meryl Streep,Steven Soderbergh,Comedy Drama,A celebrated author takes a journey with some old friends to have some fun and heal old wounds. Her nephew comes along to wrangle the ladies and finds himself involved with a young literary agent.en,623856.0
The Midnight Sky,George Clooney,George Clooney,Science Fiction Drama,A lone scientist in the Arctic races to contact a crew of astronauts returning home to a mysterious global catastrophe.en,614911.0
Songbird,Simon Boyes (screenplay); KJ Apa,Adam Mason,Thriller Romance Drama Mystery,"During a pandemic lockdown, Nico, a young man with rare immunity, must overcome martial law, murderous vigilantes and a powerful family to reunite with his love, Sara.en",721625.0
Wild Mountain Thyme,Emily Blunt,John Patrick Shanley,Romance Drama,"Headstrong farmer Rosemary Muldoon has her heart set on winning her neighbour Anthony Reilly's love. The problem is, Anthony seems to have inherited a family curse, and remains oblivious to his beautiful admirer. Stung by his father's plans to sell the family farm to his American nephew, Anthony is jolted into pursuing his dreams.en",628333.0
Safety,Jay Reeves,Reginald Hudlin,Family Drama History,"The story of Ray-Ray McElrathbey, a freshman football player for Clemson University, who secretly raised his younger brother on campus after his home life became too unsteady.en",727306.0
Wander Darkly,Sienna Miller,Tara Miele,Romance Drama,New parents Adrienne and Matteo are forced to reckon with trauma amidst their troubled relationship. They must revisit the memories of their past and unravel haunting truths in order to face their uncertain future.en,540023.0
I'm Your Woman,Jordan Horowitz (screenplay); Rachel Brosnahan,Julia Hart,Crime Drama,"A woman is forced to go on the run after her husband betrays his partners, sending her and her baby on a dangerous journey.en",643612.0
The Stand In,Drew Barrymore,Jamie Babbit,Comedy,"When ordered to serve a year in rehab, actress Candy hires her on-set stand-in to take her place. The unassuming woman flips the script and steals her identity, career and boyfriend in this hilarious comedy about trading places.en",633908.0
Archenemy,Joe Manganiello,Adam Egypt Mortimer,Action Thriller Crime Science Fiction,"Max Fist claims he’s a hero from another dimension who has somehow landed on Earth and been stripped of his powers. Instead of treating him like a powerful champion, no one believes Max’s claims — except for a teenager named Hamster and his sister Indigo. The siblings convince Max to help them take out a local drug gang, where Max’s abilities are put to a violent and harrowing test.en",727097.0
Farewell Amor,Ntare Mwine,Ekwa Msangi,Romance Drama,"Reunited after a 17-year separation, Walter, an Angolan immigrant, is joined in the U.S. by his wife and teenage daughter. Now absolute strangers sharing a one-bedroom apartment, they discover a shared love of dance that may help overcome the emotional distance between them.en",653665.0
Monster Hunter,Milla Jovovich,Paul W. S. Anderson,Action Fantasy Adventure,"A portal transports Cpt. Artemis and an elite unit of soldiers to a strange world where powerful monsters rule with deadly ferocity. Faced with relentless danger, the team encounters a mysterious hunter who may be their only hope to find a way home.en",458576.0
Greenland,Gerard Butler,Ric Roman Waugh,Action Thriller Drama,"John Garrity, his estranged wife and their young son embark on a perilous journey to find sanctuary as a planet-killing comet hurtles toward Earth. Amid terrifying accounts of cities getting levelled, the Garritys experience the best and worst in humanity. As the countdown to the global apocalypse approaches zero, their incredible trek culminates in a desperate and last-minute flight to a possible safe haven.en",524047.0
Fatale,Hilary Swank,Deon Taylor,Thriller,"After a one-night stand, a successful married man finds himself entangled and tricked in a female detective's latest investigation murder scheme.en",549514.0
Skylines,Lindsey Morgan,Liam O'Donnell,Science Fiction Action,"When a virus threatens to turn the now earth-dwelling friendly alien hybrids against humans, Captain Rose Corley must lead a team of elite mercenaries on a mission to the alien world in order to save what's left of humanity.en",560144.0
Hunter Hunter,Devon Sawa,Shawn Linden,Adventure Animation Action Fantasy,"Isaac Netero is the chairman of the Hunter Association. Decades ago he sealed away Jed, a Hunter who had mastered the use of On, the dark ""shadow"" of Nen. Now On users have reappeared at the Heaven's Arena ""Battle Olympia"" tournament. For Netero, this is the last mission: to protect the Association and the world from a threat driven by hatred and the thirst for revenge. And he's going to need all the help he can get in order to succeed.ja",239523.0
"Ariana Grande: Excuse Me, I Love You",,Paul Dugdale,Music Documentary,Ariana Grande takes the stage in London for her Sweetener World Tour and shares a behind-the-scenes look at her life in rehearsal and on the road.en,774372.0
Sylvie's Love,Tessa Thompson,Eugene Ashe,Drama Romance,"When a young woman meets an aspiring saxophonist in her father’s record shop in 1950s Harlem, their love ignites a sweeping romance that transcends changing times, geography, and professional success.en",584288.0
Wonder Woman 1984,Geoff Johns,Patty Jenkins,Action Adventure Fantasy,A botched store robbery places Wonder Woman in a global battle against a powerful and mysterious ancient force that puts her powers in jeopardy.en,464052.0
Soul,Mike Jones,Pete Docter,Animation Comedy Fantasy Family,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.en",508442.0
We Can Be Heroes,Priyanka Chopra Jonas,Robert Rodriguez,Action Fantasy Family Comedy,"When alien invaders capture Earth's superheroes, their kids must learn to work together to save their parents - and the planet.en",615677.0
News of the World,Luke Davies (screenplay); Tom Hanks,Paul Greengrass,Drama Western Adventure,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.en",581032.0
One Night in Miami...,Kingsley Ben-Adir,Regina King,Drama,"In the aftermath of Cassius Clay's defeat of Sonny Liston in 1964, the boxer meets with Malcolm X, Sam Cooke and Jim Brown to change the course of history in the segregated South.en",661914.0
Promising Young Woman,Carey Mulligan,Emerald Fennell,Thriller Crime Drama,"A young woman, traumatized by a tragic event in her past, seeks out vengeance against those who crossed her path.en",582014.0
Pieces of a Woman,Vanessa Kirby,Kornél Mundruczó,Drama,"When a young mother's home birth ends in unfathomable tragedy, she begins a year-long odyssey of mourning that fractures relationships with loved ones in this deeply personal story of a woman learning to live alongside her loss.en",641662.0
Shadow in the Cloud,Max Landis (screenplay); Chloë Grace Moretz,Roseanne Liang,Horror Action War,A WWII pilot traveling with top secret documents on a B-17 Flying Fortress encounters an evil presence on board the flight.en,675327.0
The White Tiger,Adarsh Gourav,Ramin Bahrani,Drama,An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.en,628534.0
Locked Down,Anne Hathaway,Doug Liman,Comedy Crime Drama,"During a COVID-19 lockdown, sparring couple Linda and Paxton call a truce to attempt a high-risk jewellery heist at one of the world's most exclusive department stores, Harrods.en",741228.0
The Dig,Carey Mulligan,Simon Stone,Drama History,"As WWII looms, a wealthy widow hires an amateur archaeologist to excavate the burial mounds on her estate. When they make a historic discovery, the echoes of Britain's past resonate in the face of its uncertain future‎.en",532865.0
Outside the Wire,Anthony Mackie,Mikael Håfström,Thriller Action Science Fiction,"In the near future, a drone pilot is sent into a deadly militarized zone and must work with an android officer to locate a doomsday device.en",775996.0
The Marksman,Chris Charles,Robert Lorenz,Action Thriller Crime,"Jim Hanson’s quiet life is suddenly disturbed by two people crossing the US/Mexico border – a woman and her young son – desperate to flee a Mexican cartel. After a shootout leaves the mother dead, Jim becomes the boy’s reluctant defender. He embraces his role as Miguel’s protector and will stop at nothing to get him to safety, as they go on the run from the relentless assassins.en",634528.0
The Ultimate Playlist of Noise,Keean Johnson,Bennett Lasseter,Drama Music,"After learning he must undergo brain surgery that will render him deaf, Marcus, an audio-obsessed high school senior, decides to seize control of his fate by recording the Ultimate Playlist of Noise — a bucket list of all his favorite sounds.en",776884.0
American Skin,Nate Parker,Nate Parker,Crime Drama,"A Marine veteran working as a school janitor tries to mend his relationship with his son after a divorce. When his son is killed by a police officer found innocent without standing trial, he takes matters into his own hands.en",621476.0
Don't Tell a Soul,Jack Dylan Grazer,Alex McAulay,Crime,"Two thieving teenage brothers, stealing money to help their sick mom, match wits with a troubled security guard stuck at the bottom of a forgotten well.en",572400.0
Our Friend,Jason Segel,Gabriela Cowperthwaite,Drama Romance,"After learning that his terminally ill wife has six months to live, a man welcomes the support of his best friend who moves into their home to help out.en",583903.0
No Man's Land,Jake Allyn,Conor Allyn,Action Drama Thriller Crime,"A rookie cop goes undercover to infiltrate a gang of car thieves led by smooth and charming Ted. The rookie becomes too involved and starts to enjoy the thrill and lifestyle of the game, and becomes romanticly involved with the leaders sister.en",34379.0
Born a Champion,Sean Patrick Flanery (screenplay); Sean Patrick Flanery,Alex Ranarivelo,Action Drama,"After a blood- soaked jujitsu match in Dubai, fighting legend Mickey Kelley falls to superstar Blaine. But years later, an online video proves that Blaine cheated, and the world demands a rematch. Can the aging underdog get back into shape in time to vanquish his foe, get revenge, and claim his prize?en",766931.0
Wrong Turn,Charlotte Vega,Mike P. Nelson,Horror Thriller,"Jen and a group of friends set out to hike the Appalachian Trail. Despite warnings to stick to the trail, the hikers stray off course—and cross into land inhabited by The Foundation, a hidden community of mountain dwellers who use deadly means to protect their way of life.en",630586.0
Penguin Bloom,Naomi Watts,Glenda Ivin,Drama,"When an unlikely ally enters the Bloom family's world in the form of an injured baby magpie they name Penguin, the bird’s arrival makes a profound difference in the struggling family’s life.en",618416.0
The Little Things,Denzel Washington,John Lee Hancock,Thriller Crime Drama,"Deputy Sheriff Joe ""Deke"" Deacon joins forces with Sgt. Jim Baxter to search for a serial killer who's terrorizing Los Angeles. As they track the culprit, Baxter is unaware that the investigation is dredging up echoes of Deke's past, uncovering disturbing secrets that could threaten more than his case.en",602269.0
Finding ʻOhana,Kea Peahu,Jude Weng,,,
Nomadland,Frances McDormand,Chloé Zhao,Drama,"A woman in her sixties embarks on a journey through the western United States after losing everything in the Great Recession, living as a van-dwelling modern-day nomad.en",581734.0
Malcolm & Marie,Zendaya,Sam Levinson,Drama Romance,"As a filmmaker and his girlfriend return home from his movie premiere, smoldering tensions and painful revelations push them toward a romantic reckoning.en",722913.0
Palmer,,"Fisher Stevens (director) Cheryl Guerriero (screenplay); Justin Timberlake, Juno Temple, Alisha Wainwright, June Squibb, Ryder Allen",Drama,"After 12 years in prison, former high school football star Eddie Palmer returns home to put his life back together—and forms an unlikely bond with Sam, an outcast boy from a troubled home. But Eddie's past threatens to ruin his new life and family.en",458220.0
